Datetime,trend,seasonal,residual
2003-01-01,412.0361662603374,0.8143933718031146,0.9640836406282676
2003-02-01,410.2671048525454,0.8001329426541851,0.9245116725798853
2003-03-01,408.4980434447534,0.8170977236367045,0.9454617182219497
2003-04-01,406.72898203696144,0.8860621303439817,0.9166454756033187
2003-05-01,404.95992062916946,1.0070180762087888,0.9695367288751563
2003-06-01,403.1908592213775,1.1508458261314953,1.0450211069538653
2003-07-01,399.16259149601115,1.2646198485503408,1.0439352961806536
2003-08-01,399.23724812895796,1.2651805180021216,1.0876774399264435
2003-09-01,399.35436425692893,1.1584932736748126,1.0018650377689924
2003-10-01,399.08408257258,1.0377790537536526,0.9727177394108792
2003-11-01,397.749763549634,0.93513793531354,0.9656321958281829
2003-12-01,393.74773747841095,0.8632392999272626,0.9929629461727268
2004-01-01,389.1133259314088,0.8143933718031146,1.0040953504363619
2004-02-01,385.2171724648408,0.8001329426541851,1.0076988181148119
2004-03-01,383.11225429722833,0.8170977236367045,0.9943758173062077
2004-04-01,383.59392384242125,0.8860621303439817,0.965493823967091
2004-05-01,384.92751953285625,1.0070180762087888,0.9430222882002773
2004-06-01,386.0035372974751,1.1508458261314953,0.9425024230538379
2004-07-01,386.5315535817089,1.2646198485503408,0.9859620670974164
2004-08-01,386.5135755407516,1.2651805180021216,1.0243145326780732
2004-09-01,386.3441023110453,1.1584932736748126,1.0310814312717014
2004-10-01,386.7677880582284,1.0377790537536526,1.0375361333547592
2004-11-01,388.28067357512947,0.93513793531354,1.0399182956255015
2004-12-01,390.9755810510733,0.8632392999272626,1.0219349719171233
2005-01-01,392.875725388601,0.8143933718031146,1.0109517625696387
2005-02-01,393.1404256106588,0.8001329426541851,0.9692637745397371
2005-03-01,393.21233654083386,0.8170977236367045,0.9739214094768737
2005-04-01,393.3981585656715,0.8860621303439817,0.9659143198431918
2005-05-01,393.5551846368944,1.0070180762087888,0.9924324530792581
2005-06-01,393.2348614195246,1.1508458261314953,1.0067134322300597
2005-07-01,392.25050579817423,1.2646198485503408,0.9891274644475726
2005-08-01,391.83582037996547,1.2651805180021216,1.0056647869615118
2005-09-01,391.867914302163,1.1584932736748126,1.025521275540038
2005-10-01,391.98922362036353,1.0377790537536526,1.024663942801992
2005-11-01,392.43817378073857,0.93513793531354,1.038119536250277
2005-12-01,391.60228637223463,0.8632392999272626,0.9875505379695049
2006-01-01,391.62752405625463,0.8143933718031146,0.9748125423712897
2006-02-01,392.67657044164815,0.8001329426541851,0.9786883802660813
2006-03-01,392.30707007155195,0.8170977236367045,0.9704562871473366
2006-04-01,392.422736244757,0.8860621303439817,0.9819546724396685
2006-05-01,393.23416522740354,1.0070180762087888,1.0084757527678454
2006-06-01,394.6948614195246,1.1508458261314953,0.9455442966899452
2006-07-01,396.8160638210378,1.2646198485503408,1.0309517105384072
2006-08-01,398.81936549058315,1.2651805180021216,0.9850384457119774
2006-09-01,400.5250501685993,1.1584932736748126,0.9875236947699945
2006-10-01,401.9158401184307,1.0377790537536526,1.0236238355196015
2006-11-01,403.04209597828765,0.93513793531354,1.035620948455713
2006-12-01,404.0851065054691,0.8632392999272626,1.0307323959991868
2007-01-01,403.49716382926226,0.8143933718031146,1.0228381647139868
2007-02-01,401.9694933793897,0.8001329426541851,1.0271839114500738
2007-03-01,401.6604696109877,0.8170977236367045,1.0028908902874794
2007-04-01,401.1431651451599,0.8860621303439817,1.0037019353835386
2007-05-01,399.47410806809773,1.0070180762087888,1.0218395054828784
2007-06-01,397.43184678016286,1.1508458261314953,0.9681533638617752
2007-07-01,395.88205650135706,1.2646198485503408,0.9785943200672031
2007-08-01,394.75368698083724,1.2651805180021216,0.9766944319331419
2007-09-01,393.83062916358256,1.1584932736748126,1.0082935725783135
2007-10-01,392.7214038983469,1.0377790537536526,1.0126666792551444
