,Datetime,O2,CO2,EC50,Temperature,Salinity,pH
0,2023-01-01,237.61553443037974,40.895384924050646,40.416074069640544,18.80502952742616,37.96881296624473,8.08430730042194
1,2023-02-01,237.61553443037974,40.895384924050646,40.416074069640544,18.80800296563133,37.97084462718638,8.08388814931876
2,2023-03-01,237.61553443037974,40.895384924050646,40.416074069640544,18.810976403836502,37.972876288128035,8.08346899821558
3,2023-04-01,237.61553443037974,40.895384924050646,40.416074069640544,18.813949842041673,37.97490794906969,8.083049847112399
4,2023-05-01,237.61553443037974,40.895384924050646,40.416074069640544,18.816923280246844,37.97693961001134,8.08263069600922
5,2023-06-01,237.61553443037974,40.895384924050646,40.416074069640544,18.819896718452018,37.97897127095299,8.08221154490604
6,2023-07-01,237.61553443037974,40.895384924050646,40.416074069640544,18.82287015665719,37.98100293189464,8.081792393802859
7,2023-08-01,237.61553443037974,40.895384924050646,40.416074069640544,18.82584359486236,37.9830345928363,8.081373242699678
8,2023-09-01,237.61553443037974,40.895384924050646,40.416074069640544,18.82881703306753,37.98506625377795,8.080954091596498
9,2023-10-01,237.61553443037974,40.895384924050646,40.416074069640544,18.8317904712727,37.987097914719605,8.080534940493317
10,2023-11-01,237.61553443037974,40.895384924050646,40.416074069640544,18.83476390947787,37.98912957566126,8.080115789390137
11,2023-12-01,237.61553443037974,40.895384924050646,40.416074069640544,18.837737347683042,37.99116123660291,8.079696638286956
12,2024-01-01,237.61553443037974,40.895384924050646,40.416074069640544,18.840710785888213,37.99319289754457,8.079277487183777
13,2024-02-01,237.61553443037974,40.895384924050646,40.416074069640544,18.843684224093384,37.99522455848622,8.078858336080597
14,2024-03-01,237.61553443037974,40.895384924050646,40.416074069640544,18.846657662298558,37.99725621942787,8.078439184977416
15,2024-04-01,237.61553443037974,40.895384924050646,40.416074069640544,18.84963110050373,37.99928788036952,8.078020033874235
16,2024-05-01,237.61553443037974,40.895384924050646,40.416074069640544,18.8526045387089,38.001319541311176,8.077600882771055
17,2024-06-01,237.61553443037974,40.895384924050646,40.416074069640544,18.85557797691407,38.00335120225283,8.077181731667874
18,2024-07-01,237.61553443037974,40.895384924050646,40.416074069640544,18.85855141511924,38.005382863194484,8.076762580564694
19,2024-08-01,237.61553443037974,40.895384924050646,40.416074069640544,18.86152485332441,38.00741452413614,8.076343429461513
20,2024-09-01,237.61553443037974,40.895384924050646,40.416074069640544,18.864498291529582,38.00944618507779,8.075924278358334
21,2024-10-01,237.61553443037974,40.895384924050646,40.416074069640544,18.867471729734753,38.011477846019446,8.075505127255154
22,2024-11-01,237.61553443037974,40.895384924050646,40.416074069640544,18.870445167939923,38.0135095069611,8.075085976151973
23,2024-12-01,237.61553443037974,40.895384924050646,40.416074069640544,18.873418606145098,38.01554116790275,8.074666825048793
24,2025-01-01,237.61553443037974,40.895384924050646,40.416074069640544,18.87639204435027,38.0175728288444,8.074247673945612
25,2025-02-01,237.61553443037974,40.895384924050646,40.416074069640544,18.87936548255544,38.019604489786055,8.073828522842431
26,2025-03-01,237.61553443037974,40.895384924050646,40.416074069640544,18.88233892076061,38.02163615072771,8.07340937173925
27,2025-04-01,237.61553443037974,40.895384924050646,40.416074069640544,18.88531235896578,38.02366781166936,8.07299022063607
28,2025-05-01,237.61553443037974,40.895384924050646,40.416074069640544,18.88828579717095,38.02569947261102,8.072571069532891
29,2025-06-01,237.61553443037974,40.895384924050646,40.416074069640544,18.891259235376122,38.02773113355267,8.07215191842971
30,2025-07-01,237.61553443037974,40.895384924050646,40.416074069640544,18.894232673581293,38.029762794494324,8.07173276732653
31,2025-08-01,237.61553443037974,40.895384924050646,40.416074069640544,18.897206111786463,38.03179445543598,8.07131361622335
32,2025-09-01,237.61553443037974,40.895384924050646,40.416074069640544,18.900179549991638,38.033826116377625,8.070894465120169
33,2025-10-01,237.61553443037974,40.895384924050646,40.416074069640544,18.90315298819681,38.03585777731928,8.070475314016988
34,2025-11-01,237.61553443037974,40.895384924050646,40.416074069640544,18.90612642640198,38.03788943826093,8.070056162913808
35,2025-12-01,237.61553443037974,40.895384924050646,40.416074069640544,18.90909986460715,38.03992109920259,8.069637011810627
36,2026-01-01,237.61553443037974,40.895384924050646,40.416074069640544,18.91207330281232,38.04195276014424,8.069217860707449
37,2026-02-01,237.61553443037974,40.895384924050646,40.416074069640544,18.91504674101749,38.043984421085895,8.068798709604268
38,2026-03-01,237.61553443037974,40.895384924050646,40.416074069640544,18.918020179222662,38.04601608202755,8.068379558501087
39,2026-04-01,237.61553443037974,40.895384924050646,40.416074069640544,18.920993617427833,38.0480477429692,8.067960407397907
