,Datetime,O2,CO2,EC50,Temperature,Salinity,pH
0,2023-01-01,237.61553443037974,40.895384924050646,40.416074069640544,18.80502952742616,37.96881296624473,8.08430730042194
1,2023-02-01,237.61553443037974,40.895384924050646,40.416074069640544,18.821218824662168,37.97265079458726,8.082288325530214
2,2023-03-01,237.61553443037974,40.895384924050646,40.416074069640544,18.83740812189818,37.97648862292979,8.080269350638487
3,2023-04-01,237.61553443037974,40.895384924050646,40.416074069640544,18.853597419134186,37.980326451272326,8.07825037574676
4,2023-05-01,237.61553443037974,40.895384924050646,40.416074069640544,18.869786716370193,37.984164279614866,8.076231400855034
5,2023-06-01,237.61553443037974,40.895384924050646,40.416074069640544,18.8859760136062,37.9880021079574,8.074212425963308
6,2023-07-01,237.61553443037974,40.895384924050646,40.416074069640544,18.90216531084221,37.99183993629993,8.07219345107158
7,2023-08-01,237.61553443037974,40.895384924050646,40.416074069640544,18.918354608078218,37.995677764642465,8.070174476179854
8,2023-09-01,237.61553443037974,40.895384924050646,40.416074069640544,18.934543905314225,37.999515592985,8.068155501288128
9,2023-10-01,237.61553443037974,40.895384924050646,40.416074069640544,18.950733202550232,38.00335342132753,8.0661365263964
10,2023-11-01,237.61553443037974,40.895384924050646,40.416074069640544,18.966922499786243,38.00719124967007,8.064117551504674
11,2023-12-01,237.61553443037974,40.895384924050646,40.416074069640544,18.98311179702225,38.011029078012605,8.062098576612948
12,2024-01-01,237.61553443037974,40.895384924050646,40.416074069640544,18.999301094258257,38.01486690635514,8.06007960172122
13,2024-02-01,237.61553443037974,40.895384924050646,40.416074069640544,19.015490391494264,38.01870473469767,8.058060626829494
14,2024-03-01,237.61553443037974,40.895384924050646,40.416074069640544,19.031679688730275,38.022542563040204,8.056041651937768
15,2024-04-01,237.61553443037974,40.895384924050646,40.416074069640544,19.047868985966282,38.02638039138274,8.054022677046042
16,2024-05-01,237.61553443037974,40.895384924050646,40.416074069640544,19.06405828320229,38.03021821972528,8.052003702154314
17,2024-06-01,237.61553443037974,40.895384924050646,40.416074069640544,19.0802475804383,38.03405604806781,8.049984727262588
18,2024-07-01,237.61553443037974,40.895384924050646,40.416074069640544,19.096436877674307,38.037893876410344,8.047965752370862
19,2024-08-01,237.61553443037974,40.895384924050646,40.416074069640544,19.112626174910314,38.04173170475288,8.045946777479134
20,2024-09-01,237.61553443037974,40.895384924050646,40.416074069640544,19.12881547214632,38.04556953309541,8.043927802587408
21,2024-10-01,237.61553443037974,40.895384924050646,40.416074069640544,19.145004769382332,38.04940736143794,8.041908827695682
22,2024-11-01,237.61553443037974,40.895384924050646,40.416074069640544,19.16119406661834,38.05324518978048,8.039889852803956
